Rank	Score	Type	ID	Name	Description
4644	-1.44	cp	BRD-A98283014	calmidazolium	Calcium channel blocker
4645	-1.44	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
4646	-1.44	cp	BRD-K82036761	sertraline	Serotonin receptor antagonist
4647	-1.44	cp	BRD-K43290182	Ro-04-6790	Serotonin receptor antagonist
4653	-1.44	cp	BRD-A16700644	isoxsuprine	Adrenergic receptor agonist
4654	-1.44	cp	BRD-K61269089	daphnetin	Protein kinase inhibitor
4660	-1.48	cp	BRD-A41692738	TGX-221	PI3K inhibitor
4661	-1.48	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
4662	-1.48	cp	BRD-K68095457	palmitoylethanolamide	Cannabinoid receptor agonist
4663	-1.48	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
4669	-1.49	cp	BRD-A37776212	ICI-204448	Opioid receptor agonist
4670	-1.5	cp	BRD-K02283807	GR-32191	Thromboxane receptor antagonist
4673	-1.52	cp	BRD-K69556541	ryanodine	Calcium channel blocker
4674	-1.52	cp	BRD-K73109821	diazoxide	Potassium channel activator
4685	-1.55	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
4686	-1.55	cp	BRD-K75641298	metoclopramide	Dopamine receptor antagonist
4687	-1.55	cp	BRD-K51751936	alfadolone	GABA receptor agonist
4690	-1.55	cp	BRD-K02407574	parbendazole	Tubulin inhibitor
4698	-1.59	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
4705	-1.62	cp	BRD-A53576514	orphenadrine	Acetylcholine receptor antagonist
4709	-1.66	cp	BRD-K07996107	harpagoside	Acetylcholinesterase inhibitor
4712	-1.66	cp	BRD-K97764662	PD-173074	FGFR inhibitor
4720	-1.68	cp	BRD-K81473089	tacrine	Acetylcholinesterase inhibitor
4726	-1.73	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
4728	-1.74	cp	BRD-A23637604	oxymetholone	Androgen receptor agonist
4733	-1.76	cp	BRD-K62959606	sphingosine	Ceramidase inhibitor
4734	-1.76	cp	BRD-K05977823	tenovins	SIRT inhibitor
4735	-1.76	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
4736	-1.76	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
4737	-1.76	cp	BRD-K19525698	ozagrel	Thromboxane synthase inhibitor
4740	-1.76	cp	BRD-K54256913	MK-1775	WEE1 kinase inhibitor
4743	-1.77	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
4752	-1.8	cp	BRD-K70490179	rimcazole	Sigma receptor antagonist
4753	-1.8	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
4755	-1.8	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
4765	-1.83	cp	BRD-K06895174	cisapride	Serotonin receptor agonist
4766	-1.83	cp	BRD-K72093121	vidarabine	Antiviral
4767	-1.83	cp	BRD-A75769826	SDM25N	Opioid receptor antagonist
4770	-1.85	cp	BRD-M72442222	vicriviroc	CC chemokine receptor antagonist
4774	-1.87	cp	BRD-A30437061	camptothecin	Topoisomerase inhibitor
4784	-1.9	cp	BRD-K13514097	everolimus	MTOR inhibitor
4786	-1.91	cp	BRD-K84663978	trequinsin	Phosphodiesterase inhibitor
4800	-1.97	cp	BRD-A50311610	meclozine	CAR agonist
4807	-2.01	cp	BRD-A94413429	NTNCB	Neuropeptide receptor antagonist
4808	-2.01	cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist
4809	-2.01	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
4810	-2.01	cp	BRD-K66296774	fluvastatin	HMGCR inhibitor
4812	-2.01	cp	BRD-K77925998	quipazine	Serotonin receptor agonist
4813	-2.01	cp	BRD-K61250553	loperamide	Opioid receptor agonist
4817	-2.04	cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist
4818	-2.04	cp	BRD-K18523449	mestanolone	Androgenic steroid
4827	-2.11	cp	BRD-K40758068	efavirenz	HIV protease inhibitor
4828	-2.11	cp	BRD-K97158071	droperidol	Dopamine receptor antagonist
4834	-2.13	cp	BRD-K18909381	CGS-12066B	Serotonin receptor agonist
4842	-2.15	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
4843	-2.15	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
4846	-2.18	cp	BRD-A64297288	amlodipine	Calcium channel blocker
4847	-2.18	cp	BRD-K54142781	cirazoline	Adrenergic receptor agonist
4851	-2.18	cp	BRD-K97061094	azacyclonol	Histamine receptor antagonist
4853	-2.19	cp	BRD-K03981224	ethisterone	Progestogen hormone
4863	-2.22	cp	BRD-K29458283	chlorambucil	DNA inhibitor
4865	-2.24	cp	BRD-K95676198	JAK3-inhibitor-V	JAK inhibitor
4867	-2.25	cp	BRD-A80017228	bendroflumethiazide	Sodium/potassium/chloride transporter inhibitor
4868	-2.26	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
4871	-2.26	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
4875	-2.29	cp	BRD-K45068323	W-13	Calmodulin antagonist
4879	-2.29	cp	BRD-K97810537	beclometasone	Glucocorticoid receptor agonist
4884	-2.33	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
4894	-2.36	cp	BRD-K88625236	nonoxynol-9	Membrane integrity inhibitor
4897	-2.36	cp	BRD-K73196317	urapidil	Adrenergic receptor antagonist
4900	-2.38	cp	BRD-K99451608	lopinavir	HIV protease inhibitor
4904	-2.39	cp	BRD-K86600316	RS-79948	Adrenergic receptor antagonist
4909	-2.43	cp	BRD-A35519318	benidipine	Calcium channel blocker
4910	-2.43	cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer
4911	-2.43	cp	BRD-K44067360	flufenamic-acid	Chloride channel blocker
4912	-2.43	cp	BRD-A70083328	secnidazole	Acetylcholinesterase inhibitor
4919	-2.47	cp	BRD-K12219985	glipizide	Sulfonylurea
4920	-2.47	cp	BRD-K27721098	clopidogrel	Purinergic receptor antagonist
4925	-2.52	cp	BRD-K91904471	SD-169	p38 MAPK inhibitor
4926	-2.54	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
4927	-2.54	cp	BRD-K10670311	sulfasalazine	Antirheumatic
4928	-2.54	cp	BRD-K21733600	rofecoxib	Cyclooxygenase inhibitor
4929	-2.54	cp	BRD-K41713976	E-4031	Potassium channel blocker
4936	-2.57	cp	BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
4942	-2.59	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
4943	-2.61	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
4944	-2.61	cp	BRD-K39746403	erythromycin	NFkB pathway inhibitor
4948	-2.61	cp	BRD-K97752965	nicorandil	Nitric oxide donor
4949	-2.62	cp	BRD-K02607075	tubocurarine	Acetylcholine receptor antagonist
4950	-2.63	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
4960	-2.64	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
4961	-2.64	cp	BRD-A02990301	lofexidine	Adrenergic receptor agonist
4962	-2.64	cp	BRD-K30197592	5-methoxytryptamine	Serotonin receptor agonist
4968	-2.68	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
4969	-2.68	cp	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	NFkB pathway inhibitor
4970	-2.68	cp	BRD-K93095519	SJ-172550	MDM inhibitor
4976	-2.68	cp	BRD-A83937277	mephenytoin	Hydantoin antiepileptic
4977	-2.68	cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist
4978	-2.69	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
4984	-2.71	cp	BRD-K12102668	nialamide	Monoamine oxidase inhibitor
4994	-2.76	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
4995	-2.76	cp	BRD-K61951118	FG-7142	GABA benzodiazepine site receptor inverse agonist
5000	-2.78	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
5001	-2.78	cp	BRD-K41996876	tyrphostin-1	EGFR inhibitor
5002	-2.78	cp	BRD-A43671941	oxprenolol	Adrenergic receptor antagonist
5010	-2.81	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
5011	-2.81	cp	BRD-K53959060	indirubin	CDK inhibitor
5019	-2.85	cp	BRD-K81528515	nilotinib	ABL inhibitor
5020	-2.85	cp	BRD-K82795137	loratadine	Histamine receptor antagonist
5021	-2.85	cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor
5022	-2.85	cp	BRD-K49294207	BIBU-1361	EGFR inhibitor
5028	-2.89	cp	BRD-K43860855	iobenguane	Antineoplastic
5030	-2.89	cp	BRD-A97437073	rosiglitazone	Insulin sensitizer
5039	-2.95	cp	BRD-A29731977	17-hydroxyprogesterone-caproate	progesterone receptor agonist
5045	-2.96	cp	BRD-K99063460	didanosine	Nucleoside reverse transcriptase inhibitor
5049	-2.96	cp	BRD-K30649484	mafenide	Carbonic anhydrase inhibitor
5056	-3	cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist
5065	-3.02	cp	BRD-K42452249	EO-1428	p38 MAPK inhibitor
5067	-3.03	cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant
5071	-3.04	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
5073	-3.06	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
5074	-3.07	cp	BRD-K14643723	4-(2-Amino-ethyl)-benzenesulfonamide	carbonic anhydrase inhibitor
5075	-3.07	cp	BRD-U08759356	EI-346-erlotinib-analog	EGFR inhibitor
5076	-3.07	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
5079	-3.1	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
5080	-3.1	cp	BRD-K16444452	ibudilast	Leukotriene receptor antagonist
5082	-3.1	cp	BRD-K70976396	cefoxitin	Bacterial cell wall synthesis inhibitor
5083	-3.1	cp	BRD-A09539288	homatropine	Acetylcholine receptor antagonist
5085	-3.12	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
5086	-3.12	cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor
5087	-3.12	cp	BRD-A07000685	hydrocortisone	Glucocorticoid receptor agonist
5089	-3.13	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
5092	-3.14	cp	BRD-K90733503	cefalexin	Bacterial cell wall synthesis inhibitor
5093	-3.14	cp	BRD-K78633253	EXO-1	ARF inhibitor
5095	-3.14	cp	BRD-A33447119	oxfendazole	Anthelmintic
5103	-3.17	cp	BRD-K88679075	methandriol	Androgenic steroid
5104	-3.17	cp	BRD-A47598013	citalopram	Serotonin reuptake inhibitor
5110	-3.19	cp	BRD-K95237249	probenecid	Uricosuric blocker
5111	-3.19	cp	BRD-K50140147	NVP-TAE684	ALK inhibitor
5113	-3.2	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
5114	-3.2	cp	BRD-K13544237	r(-)-propylnorapomorphine	Dopamine receptor agonist
5115	-3.21	cp	BRD-K68190965	GR-46611	Serotonin receptor agonist
5119	-3.24	cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist
5128	-3.27	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
5129	-3.27	cp	BRD-K88611939	aniracetam	Glutamate receptor agonist
5130	-3.28	cp	BRD-A04308630	genipin	Choleretic agent
5131	-3.28	cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor
5137	-3.31	cp	BRD-A13807286	HA-14-1	BCL inhibitor
5138	-3.31	cp	BRD-K78373679	RO-3306	CDK inhibitor
5144	-3.35	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
5148	-3.37	cp	BRD-K75089421	procainamide	Sodium channel blocker
5151	-3.38	cp	BRD-K96084870	DMBI	PDGFR receptor inhibitor
5153	-3.38	cp	BRD-A68039575	liquiritigenin	Aromatase inhibitor
5157	-3.41	cp	BRD-K14536225	piceid	Glucosidase inhibitor
5159	-3.42	cp	BRD-K68558722	deracoxib	Cyclooxygenase inhibitor
5165	-3.45	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
5169	-3.45	cp	BRD-K11129031	gemfibrozil	Lipoprotein lipase activator
5175	-3.49	cp	BRD-K70511574	sunitinib	PLK inhibitor
5176	-3.49	cp	BRD-A71203467	l-stepholidine	Dopamine receptor antagonist
5177	-3.49	cp	BRD-K53263234	CITCO	CAR agonist
5187	-3.55	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
5188	-3.55	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
5189	-3.56	cp	BRD-A96107863	nisoldipine	Calcium channel blocker
5196	-3.59	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
5203	-3.66	cp	BRD-K60770992	pergolide	Dopamine receptor agonist
5205	-3.67	cp	BRD-K39965020	doconexent	PPAR receptor agonist
5206	-3.67	cp	BRD-K03670461	tyrphostin-AG-82	EGFR inhibitor
5207	-3.68	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
5212	-3.7	cp	BRD-A23359898	sibutramine	Serotonin reuptake inhibitor
5214	-3.71	cp	BRD-A02189320	met-leu-phe	-666
5217	-3.74	cp	BRD-K80325895	eicosadienoic-acid	-666
5226	-3.77	cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor
5232	-3.8	cp	BRD-K82255054	propofol	GABA receptor agonist
5237	-3.85	cp	BRD-K76908866	CP-724714	EGFR inhibitor
5240	-3.88	cp	BRD-A96799240	4-hydroxyretinoic-acid	Retinoid receptor binder
5245	-3.91	cp	BRD-K76810206	nicergoline	Adrenergic receptor antagonist
5248	-3.93	cp	BRD-K42095107	daidzein	Estrogen receptor agonist
5252	-3.95	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
5260	-3.99	cp	BRD-K28296557	AKT-inhibitor-IV	AKT inhibitor
5266	-4.05	cp	BRD-A68281735	REV-5901	Leukotriene receptor antagonist
5267	-4.05	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
5268	-4.05	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
5274	-4.06	cp	BRD-A56675431	altizide	Thiazide diuretic
5279	-4.08	cp	BRD-A53077924	tianeptine	Selective serotonin reuptake enhancer (SSRE)
5281	-4.09	cp	BRD-K18574842	nafcillin	Bacterial cell wall synthesis inhibitor
5282	-4.09	cp	BRD-A33168282	sotalol	Adrenergic receptor antagonist
5284	-4.12	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
5289	-4.14	cp	BRD-K79404599	enzastaurin	PKC inhibitor
5290	-4.16	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
5291	-4.16	cp	BRD-K96720755	relcovaptan	Vasopressin receptor antagonist
5294	-4.16	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
5299	-4.19	cp	BRD-K46742498	alosetron	Serotonin receptor antagonist
5305	-4.23	cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist
5306	-4.23	cp	BRD-K91336023	mesulergine	Dopamine receptor agonist
5307	-4.26	cp	BRD-A57457122	VU-0400071-3	Glutamate receptor modulator
5309	-4.26	cp	BRD-K79116891	proxymetacaine	Sodium channel blocker
5311	-4.3	cp	BRD-K61691971	avrainvillamide-analog-1	nucleophosmin inhibitor
5315	-4.33	cp	BRD-K32107296	temozolomide	DNA alkylating agent
5319	-4.37	cp	BRD-A15131297	benazepril	ACE inhibitor
5320	-4.37	cp	BRD-K45861246	azaperone	Dopamine receptor antagonist
5328	-4.4	cp	BRD-A19053259	pseudopelletierine	Anthelmintic
5329	-4.42	cp	BRD-A30655177	LFM-A13	BTK inhibitor
5334	-4.47	cp	BRD-K59597909	phenothiazine	Dopamine receptor antagonist
5335	-4.47	cp	BRD-A38030642	cyclosporin-a	Calcineurin inhibitor
5337	-4.49	cp	BRD-A44551378	LFM-A12	EGFR inhibitor
5339	-4.51	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
5340	-4.51	cp	BRD-K74212935	ergocryptine	Dopamine agonist
5342	-4.51	cp	BRD-K50128260	sildenafil	Phosphodiesterase inhibitor
5343	-4.52	cp	BRD-K39987650	bisacodyl	Laxative
5348	-4.55	cp	BRD-K11696279	BU-239	Imidazoline receptor agonist
5355	-4.62	cp	BRD-K37289225	clozapine	Dopamine receptor antagonist
5357	-4.63	cp	BRD-K35629949	SR-27897	CCK receptor antagonist
5360	-4.65	cp	BRD-K87158025	benzamil	Sodium channel blocker
5361	-4.65	cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist
5370	-4.72	cp	BRD-A15914070	4-hydroxy-2-nonenal	Cytotoxic lipid peroxidation product
5375	-4.79	cp	BRD-A26334849	propafenone	Antiarrhythmic
5377	-4.8	cp	BRD-A39230911	chlorphensin	Muscle relaxant
5379	-4.82	cp	BRD-K94270326	ecopipam	Dopamine receptor antagonist
5380	-4.82	cp	BRD-A56012032	thiorphan	Membrane metalloendopeptidase inhibitor
5381	-4.82	cp	BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV	Tyrosine phosphatase inhibitor
5382	-4.82	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
5385	-4.83	cp	BRD-K01567962	pyrazolanthrone	JNK inhibitor
5386	-4.83	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
5395	-4.9	cp	BRD-A71657825	2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	Matrix metalloprotease inhibitor
5396	-4.9	cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist
5401	-4.93	cp	BRD-K24538644	KUC104502N	-666
5402	-4.93	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
5405	-4.95	cp	BRD-A41555725	chlortetracycline	Protein synthesis inhibitor
5407	-4.97	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
5414	-5.02	cp	BRD-K91290917	amodiaquine	Histamine receptor agonist
5416	-5.04	cp	BRD-K57033106	tripelennamine	Histamine receptor antagonist
5417	-5.04	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
5420	-5.05	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
5422	-5.07	cp	BRD-K70778732	trazodone	Adrenergic receptor antagonist
5428	-5.2	cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor
5433	-5.23	cp	BRD-K12184916	dactolisib	MTOR inhibitor
5434	-5.25	cp	BRD-K59469039	AG-879	Angiogenesis inhibitor
5437	-5.29	cp	BRD-K86873305	piperacillin	Bacterial cell wall synthesis inhibitor
5438	-5.3	cp	BRD-K54704028	BAY-36-7620	Glutamate receptor antagonist
5439	-5.32	cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor
5443	-5.39	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
5446	-5.41	cp	BRD-K46441700	GR-55562	Serotonin receptor antagonist
5456	-5.45	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
5460	-5.46	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
5463	-5.47	cp	BRD-K47328134	lysylphenylalanyl-tyrosine	Heparin activation inhibitor
5466	-5.48	cp	BRD-K28428262	brivanib	FGFR inhibitor
5467	-5.48	cp	BRD-K06208435	YS-035	Calcium channel blocker
5468	-5.49	cp	BRD-K59522102	piperine	Monoamine oxidase inhibitor
5475	-5.54	cp	BRD-A82656074	naltrindole	Opioid receptor antagonist
5479	-5.57	cp	BRD-K32610195	androstenedione	Cytochrome P450 inhibitor
5480	-5.57	cp	BRD-K30097969	pitavastatin	HMGCR inhibitor
5481	-5.57	cp	BRD-A10903566	imiloxan	Adrenergic receptor antagonist
5487	-5.59	cp	BRD-A71262238	nafadotride	Dopamine receptor antagonist
5489	-5.6	cp	BRD-A22713669	BVT-948	Tyrosine phosphatase inhibitor
5494	-5.64	cp	BRD-A67981824	cefotaxime	Bacterial cell wall synthesis inhibitor
5495	-5.64	cp	BRD-A29734509	disopyramide	Sodium channel blocker
5499	-5.68	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
5500	-5.69	cp	BRD-K81855038	roxatidine	Histamine receptor antagonist
5501	-5.69	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
5503	-5.71	cp	BRD-K13810148	givinostat	HDAC inhibitor
5505	-5.73	cp	BRD-A20239487	atenolol	Adrenergic receptor antagonist
5508	-5.74	cp	BRD-K24526313	levcromakalim	Potassium channel activator
5509	-5.74	cp	BRD-K29555132	arachidonamide	Cannabinoid receptor agonist
5511	-5.75	cp	BRD-A66563878	medetomidine	Adrenergic receptor agonist
5512	-5.77	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
5515	-5.79	cp	BRD-K94512704	spiramide	Dopamine receptor antagonist
5525	-5.87	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
5528	-5.89	cp	BRD-A87719232	naproxen	Cyclooxygenase inhibitor
5531	-5.9	cp	BRD-K67445247	flurofamide	Urease inhibitor
5532	-5.9	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
5535	-5.92	cp	BRD-K59273480	propentofylline	Adenosine reuptake inhibitor
5538	-5.93	cp	BRD-K16508793	diazepam	Benzodiazepine receptor agonist
5542	-6	cp	BRD-A92177080	betamethasone	Glucocorticoid receptor agonist
5543	-6.01	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
5544	-6.02	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
5546	-6.06	cp	BRD-A95696066	nisoxetine	Norepinephrine reuptake inhibitor
5551	-6.1	cp	BRD-K07881437	danusertib	Aurora kinase inhibitor
5553	-6.13	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
5555	-6.13	cp	BRD-K74763371	bosentan	Endothelin receptor antagonist
5558	-6.17	cp	BRD-K68264559	brimonidine	Adrenergic receptor agonist
5559	-6.18	cp	BRD-K07117950	imperatorin	CDK inhibitor
5564	-6.24	cp	BRD-K95763993	trapidil	PDGFR receptor inhibitor
5565	-6.25	cp	BRD-K99616396	motesanib	KIT inhibitor
5566	-6.26	cp	BRD-K97181089	amiloride	Sodium channel blocker
5579	-6.38	cp	BRD-K52735702	cefdinir	Bacterial cell wall synthesis inhibitor
5580	-6.38	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
5581	-6.39	cp	BRD-A70514680	articaine	Local anesthetic
5583	-6.42	cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist
5588	-6.43	cp	BRD-K79124250	ioxaglic-acid	Radiopaque medium
5590	-6.44	cp	BRD-K63516691	T-0156	Phosphodiesterase inhibitor
5593	-6.46	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
5594	-6.48	cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist
5598	-6.48	cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor
5599	-6.49	cp	BRD-K19136521	indirubin	CDK inhibitor
5601	-6.51	cp	BRD-K50422030	clomethiazole	GABA receptor antagonist
5602	-6.52	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
5604	-6.54	cp	BRD-K11163873	phenanthridone	PARP inhibitor
5605	-6.55	cp	BRD-K75699339	rizatriptan	Serotonin receptor agonist
5606	-6.55	cp	BRD-A37492983	iocetamic-acid	Radiopaque medium
5610	-6.58	cp	BRD-K22503835	scriptaid	HDAC inhibitor
5611	-6.59	cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
5618	-6.62	cp	BRD-K51662849	ilomastat	Matrix metalloprotease inhibitor
5620	-6.65	cp	BRD-K52930707	rescinnamine	ACE inhibitor
5626	-6.68	cp	BRD-K95992530	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist
5627	-6.69	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
5630	-6.73	cp	BRD-K60219430	serdemetan	MDM inhibitor
5635	-6.76	cp	BRD-K85090592	pilocarpine	Acetylcholine receptor agonist
5636	-6.77	cp	BRD-K08252256	diclofenac	Cyclooxygenase inhibitor
5637	-6.78	cp	BRD-K56450366	NSC-94258	Antineoplastic
5638	-6.78	cp	BRD-K33572481	taurodeoxycholic-acid	Bile acid
5641	-6.81	cp	BRD-K62996583	lidoflazine	Calcium channel blocker
5643	-6.82	cp	BRD-A50737080	CGK-733	ATR kinase inhibitor
5644	-6.83	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
5649	-6.84	cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor
5652	-6.87	cp	BRD-K68191783	ALW-II-38-3	Ephrin inhibitor
5653	-6.91	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
5654	-6.92	cp	BRD-K00959089	thenoyltrifluoroacetone	Chelating agent
5660	-6.97	cp	BRD-K08996725	zolantidine	Histamine receptor antagonist
5665	-7.01	cp	BRD-K24681473	YM-155	Survivin inhibitor
5668	-7.05	cp	BRD-K04185004	oxybuprocaine	Local anesthetic
5672	-7.07	cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist
5680	-7.12	cp	BRD-K70327191	benzoxiquine	Anti-infective
5682	-7.13	cp	BRD-K06221026	DUP-697	Cyclooxygenase inhibitor
5685	-7.14	cp	BRD-K77947974	fluspirilene	Dopamine receptor antagonist
5687	-7.17	cp	BRD-K64451768	GANT-58	GLI antagonist
5688	-7.17	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
5692	-7.2	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
5695	-7.22	cp	BRD-A67748489	K3644	Kinesin-like spindle protein inhibitor
5696	-7.22	cp	BRD-A26097136	bulleyaconitine-a	Non-opiod analgesic
5698	-7.23	cp	BRD-U25771771	WZ-4-145	EGFR inhibitor
5700	-7.23	cp	BRD-K77175907	calcifediol	Vitamin D receptor agonist
5702	-7.26	cp	BRD-A91008255	bepridil	Calcium channel blocker
5703	-7.26	cp	BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
5707	-7.29	cp	BRD-K06014311	DH-97	Melatonin receptor antagonist
5716	-7.36	cp	BRD-K54416256	methimazole	Antithyroid
5717	-7.38	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
5723	-7.43	cp	BRD-K86595100	chlordiazepoxide	Benzodiazepine receptor agonist
5724	-7.43	cp	BRD-K60184833	tyrphostin-46	Tyrosine kinase inhibitor
5725	-7.45	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
5731	-7.47	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
5733	-7.48	cp	BRD-K71926323	marbofloxacin	Bacterial DNA gyrase inhibitor
5735	-7.49	cp	BRD-K20338176	cefaclor	Bacterial cell wall synthesis inhibitor
5736	-7.49	cp	BRD-K71534238	GW-9508	Free fatty acid receptor agonist
5737	-7.49	cp	BRD-K59637651	NSC-119889	Protein synthesis inhibitor
5741	-7.51	cp	BRD-K95739795	tetrabenazine	Vesicular monoamine transporter inhibitor
5742	-7.51	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
5747	-7.57	cp	BRD-K05906022	limonin	HIV protease inhibitor
5750	-7.59	cp	BRD-K28578425	cilostamide	Phosphodiesterase inhibitor
5754	-7.62	cp	BRD-K90976994	dehydrocholic-acid	Bile acid
5755	-7.62	cp	BRD-K26373640	IKK-2-inhibitor	IKK inhibitor
5759	-7.69	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
5760	-7.69	cp	BRD-A39290993	cyproterone	Androgen receptor antagonist
