"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg20615517",-0.419399698734986,0.557618131341229,-9.59327299315732,8.69516014962568e-19,4.86119321452663e-17,31.819470465555,0.475059135527255,0.894458834262242,0.419399698734986,"17",3213559,"F","II","OR3A4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg22797790",-0.413287957919037,0.59109131181712,-9.59320591882632,8.69930655412876e-19,4.8628522384518e-17,31.8189991268759,0.509735414588963,0.923023372508,0.413287957919037,"3",115975663,"F","II","LSAMP","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg03484853",-0.426819461785457,0.596949264600949,-9.59091700341517,8.84198625471173e-19,4.93926236772718e-17,31.8029155834163,0.512929685509324,0.93974914729478,0.426819461785456,"8",93030117,"R","II","RUNX1T1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg16258888",-0.423815603006288,0.465017859156167,-9.59045279077915,8.87120529929256e-19,4.95424266593216e-17,31.7996539132838,0.381589590847842,0.80540519385413,0.423815603006288,"1",240450031,"R","II","FMN2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg02237540",-0.40479928606031,0.604192950754604,-9.58933929498914,8.94168391611504e-19,4.98954913880282e-17,31.7918305214496,0.524508051923834,0.929307337984144,0.404799286060309,"4",619865,"R","I","PDE6B","1stExon","island","1stExon-island","chr4:619513-619912",NA,NA,"","",""
"cg00588731",-0.417839196179251,0.630846404410966,-9.58584768203603,9.16631216243738e-19,5.10591439172766e-17,31.7673012757176,0.54859459413946,0.966433790318711,0.417839196179251,"11",5013610,"R","II","MMP26","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","","rs79282423"
"cg19484328",-0.42444533540557,0.612124489574452,-9.58557095373053,9.18435302569415e-19,5.11458231455562e-17,31.7653573840728,0.528572258195403,0.953017593600972,0.424445335405569,"2",222342867,"F","II","EPHA4","Body","opensea","Body-opensea","",NA,TRUE,"","rs58288172",""
"cg27420946",-0.400090441625855,0.505676210054658,-9.58484226093814,9.23202791397285e-19,5.13974369818253e-17,31.7602387702436,0.426918249104687,0.827008690730541,0.400090441625854,"15",32404311,"F","II","CHRNA7","Body","opensea","Body-opensea","",NA,NA,"","rs75599783",""
"cg11606050",-0.456761562241084,0.562594108980625,-9.58394620408869,9.29098979007588e-19,5.17047593038355e-17,31.7539447757371,0.472680415626081,0.929441977867164,0.456761562241083,"1",248005246,"F","II","OR11L1","TSS200","opensea","TSS200-opensea","",NA,NA,"","rs75330382",""
"cg27638428",-0.42528856912207,0.555863872581844,-9.57924342164728,9.60662857093727e-19,5.32744253773699e-17,31.7209164365125,0.47214565031372,0.89743421943579,0.42528856912207,"5",17212832,"R","II","LOC285696","Body","shelf","Body-shelf","chr5:17216489-17217036",NA,NA,"","",""
"cg00069391",-0.405948674413524,0.481845456919281,-9.57876373883392,9.63941631470874e-19,5.34418828078948e-17,31.7175479763884,0.401934300538666,0.807882974952189,0.405948674413523,"7",3419305,"F","II","SDK1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg18922994",-0.426385381194638,0.478765536593136,-9.57777140000078,9.70759891282992e-19,5.37765257475557e-17,31.7105797584859,0.394831406436712,0.821216787631349,0.426385381194637,"17",74908800,"R","II","MGAT5B","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07851948",-0.426121758492675,0.602305823750973,-9.57498694285312,9.90148506393483e-19,5.47770179809134e-17,31.691029052306,0.518423587827218,0.944545346319893,0.426121758492675,"11",56085745,"F","II","OR8K3","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg08810664",-0.422050560141846,0.61563162731333,-9.57105903996961,1.01815488222311e-18,5.62283497086986e-17,31.6634542873199,0.53255080838777,0.954601368529615,0.422050560141845,"4",183673157,"F","II","ODZ3","Body","opensea","Body-opensea","",NA,TRUE,"","rs79870756",""
"cg02491557",-0.456599944550461,0.511880646204179,-9.56758100229224,1.04360976540063e-18,5.75262862010181e-17,31.6390420752221,0.421998767355662,0.878598711906124,0.456599944550461,"7",4012573,"R","II","SDK1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg01708344",-0.442272744822098,0.495039691534606,-9.56528433508193,1.06076404377647e-18,5.83782539747783e-17,31.6229241227611,0.407978127593248,0.850250872415346,0.442272744822097,"17",60827202,"R","I","MARCH10","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg21690167",-0.426327416807176,0.560404599928,-9.56357483562897,1.07371422202606e-18,5.90436896434519e-17,31.6109280695667,0.476481880084068,0.902809296891244,0.426327416807176,"17",68106654,"F","II","KCNJ16","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","rs71381043",""
"cg20100668",-0.470266391482851,0.540886186507466,-9.56314630973708,1.07698502990739e-18,5.91925898545202e-17,31.6079211358472,0.448314062199818,0.918580453682669,0.470266391482851,"8",88885469,"F","II","DCAF4L2","1stExon","shore","1stExon-shore","chr8:88886171-88886445",NA,NA,"","",""
"cg03274368",-0.407505503572156,0.620123174538329,-9.56273702182285,1.08011824092634e-18,5.93246673948787e-17,31.6050492522122,0.539905555724912,0.947411059297068,0.407505503572156,"11",55586293,"F","II","OR5D18","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs297083",""
"cg00922376",0.422406586940878,0.380559010652086,9.56189430532499,1.08659801093861e-18,5.96170569499827e-17,31.5991362756441,0.463709913593204,0.0413033266523256,-0.422406586940878,"1",14026584,"R","I","PRDM2","TSS200","island","TSS200-island","chr1:14026481-14027200",TRUE,NA,"","",""
"cg16249010",-0.426512611326414,0.59312729210773,-9.55832154933333,1.11450108640973e-18,6.10667538022548e-17,31.5740704943755,0.509168116649774,0.935680727976188,0.426512611326414,"7",158336562,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","","rs78287652"
"cg04841358",-0.414839063785181,0.513285697999226,-9.55697498066737,1.12520143204337e-18,6.16284971306175e-17,31.5646243570504,0.431624464970648,0.846463528755828,0.414839063785181,"8",10897293,"F","II","XKR6","Body","opensea","Body-opensea","",NA,NA,"","rs76854530",""
"cg04231590",-0.408358766020098,0.53631712247698,-9.5556548920064,1.13579040901693e-18,6.21506982888978e-17,31.5553645791171,0.455931538614756,0.864290304634854,0.408358766020097,"1",74941958,"R","II","TNNI3K","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08180229",-0.43908455903689,0.581128842592691,-9.55526277180823,1.13895479400066e-18,6.23073225973723e-17,31.5526141622581,0.494694874278343,0.933779433315232,0.439084559036889,"2",6122814,"R","I","LOC400940","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg17240157",-0.434936271917351,0.524891290982602,-9.55516347567162,1.13975749617625e-18,6.23377429052427e-17,31.551917685793,0.439273914620919,0.87421018653827,0.434936271917351,"1",164816968,"R","II","PBX1","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","rs3185695",""
"cg15288779",-0.407873805113238,0.552539845428229,-9.55515659701661,1.13981312349257e-18,6.23377429052427e-17,31.5518694381063,0.47224972631145,0.880123531424687,0.407873805113237,"15",93587978,"R","II","RGMA","3'UTR","shore","3'UTR-shore","chr15:93588102-93588570",NA,NA,"","",""
"cg21878112",-0.448988130765877,0.587649521774761,-9.55467452896323,1.14371830715642e-18,6.25098808869997e-17,31.5484881970687,0.499266031466518,0.948254162232395,0.448988130765877,"14",99183369,"F","II","C14orf177","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg06303171",-0.407287918247391,0.581914927048067,-9.5507627960253,1.17590230527042e-18,6.40736273157528e-17,31.5210541211397,0.501740139991494,0.909028058238885,0.407287918247391,"13",107843983,"R","II","FAM155A","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg00366850",0.414335312740546,0.48448524733693,9.5476798486918,1.20189999932565e-18,6.54038144619847e-17,31.4994362490283,0.566047316774045,0.151712004033498,-0.414335312740547,"2",45232417,"R","II","SIX2","3'UTR","island","3'UTR-island","chr2:45231781-45232550",NA,NA,"","",""
"cg23516560",-0.45193395737891,0.550340245386549,-9.54671315340279,1.21016887590021e-18,6.58190490638444e-17,31.4926583766097,0.461376867949756,0.913310825328665,0.451933957378909,"3",54934591,"R","II","CACNA2D3","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg21159274",-0.436871701340542,0.589051978930017,-9.54470162999286,1.2275565288573e-18,6.66504863208619e-17,31.4785558411261,0.503053612524399,0.939925313864941,0.436871701340542,"1",4772812,"R","II","AJAP1","Body","shore","Body-shore","chr1:4771652-4772545",NA,NA,"","",""
"cg20776829",0.434877417822068,0.385992896069344,9.54364595920588,1.23678083524744e-18,6.71248152241711e-17,31.4711552233083,0.4715986869792,0.0367212691571316,-0.434877417822068,"4",90758797,"F","I","SNCA","TSS1500","island","TSS1500-island","chr4:90758008-90758870",TRUE,NA,"","",""
"cg00288481",-0.400076968555922,0.615838112901108,-9.54329762753118,1.23983959181913e-18,6.72731221616874e-17,31.4687133816596,0.537082804130257,0.937159772686179,0.400076968555921,"6",130763997,"R","II","TMEM200A","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg12052613",-0.418636845535214,0.517659414753515,-9.54282252347441,1.24402367494754e-18,6.74912704808674e-17,31.465382919514,0.435250586892252,0.853887432427466,0.418636845535214,"1",210266869,"F","II","SYT14","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05008366",-0.418934557726783,0.544101585223579,-9.54237725568659,1.24795773139431e-18,6.76779980283007e-17,31.462261678955,0.461634152600196,0.880568710326979,0.418934557726783,"5",169225981,"R","II","DOCK2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg27458549",-0.407174395907985,0.610313076939903,-9.54212792092107,1.25016606379039e-18,6.77888455578184e-17,31.4605139205261,0.530160636800536,0.937335032708521,0.407174395907985,"6",29055042,"R","II","OR2B3","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg07345354",-0.425875419787844,0.584920351822707,-9.54184117201591,1.25271056896113e-18,6.79000404987722e-17,31.458503927146,0.501086607769982,0.926962027557825,0.425875419787843,"13",37016859,"R","II","CCNA1","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg13538517",-0.426623532550712,0.513566552686728,-9.54047371873479,1.26491579177181e-18,6.85165765864516e-17,31.4489190238104,0.4295855423421,0.856209074892812,0.426623532550712,"7",157549542,"F","I","PTPRN2","Body","shore","Body-shore","chr7:157550547-157551025",NA,NA,"","rs13437790",""
"cg25344064",-0.411365321520476,0.536542897031393,-9.53905445460746,1.27770838333329e-18,6.91550231814327e-17,31.4389716422807,0.455565471535236,0.866930793055712,0.411365321520476,"6",70994068,"F","II","COL9A1","Body","shore","Body-shore","chr6:70992040-70992912",NA,NA,"","",""
"cg06202492",-0.43097533526471,0.604235614665285,-9.53790769373078,1.28813856169705e-18,6.96647019886406e-17,31.4309346959392,0.519397950243098,0.950373285507808,0.43097533526471,"4",167020896,"R","II","TLL1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05384663",-0.414784213129345,0.510159253784921,-9.53612596777577,1.30451198978112e-18,7.04670521289819e-17,31.4184485650623,0.428508818129538,0.843293031258883,0.414784213129345,"1",157671386,"F","II","FCRL3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg18636739",-0.424587484221114,0.522718490898533,-9.5360332970214,1.30536923428448e-18,7.05041255894848e-17,31.4177991689516,0.43913827746918,0.863725761690293,0.424587484221114,"12",10870175,"F","II","CSDA","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg18424233",-0.402787920218949,0.587480327015315,-9.53472151315011,1.31756399474296e-18,7.11069101289509e-17,31.4086070785189,0.508191366342293,0.910979286561242,0.402787920218948,"2",107460175,"R","II","ST6GAL2","Body","shore","Body-shore","chr2:107459523-107459882",NA,NA,"","",""
"cg26672652",-0.433575319957415,0.611969567158599,-9.53281712277337,1.33546947621786e-18,7.19602593102313e-17,31.3952634587763,0.526620094726037,0.960195414683452,0.433575319957415,"8",52325037,"F","II","PXDNL","Body","shelf","Body-shelf","chr8:52321162-52322221",NA,NA,"","",""
"cg09194202",-0.401418998632472,0.609880757555558,-9.53275877676401,1.33602185714102e-18,7.1980620644643e-17,31.3948546616034,0.53086126963578,0.932280268268252,0.401418998632472,"11",103910096,"R","II","PDGFD","Body","shelf","Body-shelf","chr11:103907405-103907990",NA,NA,"","",""
"cg01581084",0.402436100714469,0.446230403523952,9.53211606172739,1.34212169255152e-18,7.22903757985562e-17,31.3903516019396,0.525450108389005,0.123014007674536,-0.402436100714469,"8",99961874,"F","II","OSR2","Body","shore","Body-shore","chr8:99960497-99961438",NA,TRUE,"","",""
"cg22958090",0.426028719382336,0.510909161041151,9.52988281119335,1.36353273129872e-18,7.33382898081664e-17,31.3747058669355,0.594773082179407,0.16874436279707,-0.426028719382336,"12",52627438,"F","I","KRT7","Body","island","Body-island","chr12:52626793-52627577",NA,NA,"","",""
"cg13819577",-0.41471832017235,0.600428418428162,-9.5283259243392,1.37865958688074e-18,7.40842737175815e-17,31.3637996262604,0.518790953827306,0.933509273999656,0.41471832017235,"1",248512075,"R","II","OR14C36","TSS200","opensea","TSS200-opensea","",NA,NA,"","rs28372410",""
"cg12955305",-0.41574767384644,0.573557727037239,-9.52741328984136,1.38760420265946e-18,7.45260897287991e-17,31.3574068646708,0.49171763376038,0.90746530760682,0.41574767384644,"7",19759345,"R","II","TMEM196","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg07711911",-0.4091858516527,0.548133496367094,-9.52509050397994,1.41063043976952e-18,7.56839560908652e-17,31.341137664607,0.467585100372468,0.876770952025167,0.409185851652699,"7",86659133,"F","II","KIAA1324L","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg20510869",-0.415291677987277,0.597946880650529,-9.5242131295252,1.41942644169754e-18,7.61162816039836e-17,31.3349928643,0.516196550338073,0.93148822832535,0.415291677987277,"14",62567636,"F","II","SYT16","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg26685752",-0.412817167360429,0.460105321534757,-9.5203745485579,1.45855464608069e-18,7.80420390413815e-17,31.3081120137079,0.378842099613413,0.791659266973841,0.412817167360428,"1",152086692,"R","II","TCHH","TSS200","shore","TSS200-shore","chr1:152084994-152085215",NA,NA,"","",""
"cg03995555",-0.405362287830853,0.58787389417348,-9.51956018962077,1.46699249797431e-18,7.84426409848254e-17,31.3024098677596,0.508078168222525,0.913440456053378,0.405362287830852,"7",121651992,"R","II","PTPRZ1","Body","opensea","Body-opensea","",NA,NA,"low-CpG:121438929-121439319","",""
"cg11498870",-0.444208409491677,0.604562272443423,-9.51621417871007,1.50217354693852e-18,8.01679449883229e-17,31.2789834858272,0.517119672149786,0.961328081641462,0.444208409491677,"8",88886243,"F","I","DCAF4L2","5'UTR","island","5'UTR-island","chr8:88886171-88886445",NA,NA,"","",""
"cg09739536",-0.430499794758826,0.551026341901999,-9.51022226776826,1.56728125723065e-18,8.34234908867443e-17,31.2370420757243,0.466282287815616,0.896782082574442,0.430499794758826,"5",178339445,"R","II","ZFP2","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg17703554",-0.427595640023949,0.573687998626371,-9.50863195504498,1.58502721153842e-18,8.42517537683735e-17,31.2259124957493,0.489515628542917,0.917111268566865,0.427595640023948,"8",88886339,"F","II","DCAF4L2","TSS200","island","TSS200-island","chr8:88886171-88886445",NA,NA,"","",""
"cg22441312",-0.430724177443468,0.587268519977348,-9.50621510234269,1.61237918900638e-18,8.55733119223548e-17,31.2090001695893,0.502480296071154,0.933204473514622,0.430724177443467,"7",53103312,"F","II","POM121L12","TSS200","island","TSS200-island","chr7:53103275-53103801",NA,NA,"","",""
"cg24755033",-0.412898655653331,0.617977956958538,-9.50599717792104,1.61486840262538e-18,8.56943951605967e-17,31.2074753069326,0.536698694034654,0.949597349687985,0.41289865565333,"7",82789373,"R","II","PCLO","Body","shelf","Body-shelf","chr7:82791674-82792412",NA,NA,"","",""
"cg16873151",-0.430565126188571,0.60489103809935,-9.50441969863316,1.63300113414617e-18,8.65564046278266e-17,31.1964378460795,0.5201341234953,0.950699249683871,0.43056512618857,"19",56951840,"R","II","ZNF667","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05126581",-0.427350453071741,0.484634268765877,-9.50267447506549,1.65329775504191e-18,8.75309859193226e-17,31.1842277011281,0.400510163830495,0.827860616902235,0.427350453071741,"1",216144819,"R","II","USH2A","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg05193407",-0.404190127464933,0.591928890468866,-9.50164813322027,1.66535071827587e-18,8.81125615219536e-17,31.1770475771062,0.512363904747422,0.916554032212354,0.404190127464932,"4",57036298,"R","II","KIAA1211","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg19250709",-0.400582807057477,0.54039452219888,-9.501357547696,1.66877906822299e-18,8.82713078789034e-17,31.1750147534658,0.461539638919849,0.862122445977325,0.400582807057477,"1",152783489,"F","II","LCE1B","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg07612768",-0.422028124217969,0.572072824889891,-9.50013116368407,1.68332543116182e-18,8.89381013412399e-17,31.1664357693109,0.488996422484779,0.911024546702748,0.422028124217969,"16",17539761,"F","II","XYLT1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg17646855",-0.402435912406983,0.550374330864331,-9.50002752716354,1.68456043843182e-18,8.89919536635239e-17,31.1657108196022,0.47115466306768,0.873590575474664,0.402435912406983,"7",158267256,"R","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg00868860",-0.42531678628376,0.57012811251783,-9.49783442910611,1.71090703143602e-18,9.0314389971047e-17,31.1503707138567,0.486404335690319,0.911721121974078,0.425316786283759,"12",55041948,"R","II","DCD","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg17766828",-0.411762585006329,0.572061630528421,-9.49764870141328,1.71315696338482e-18,9.04215863613481e-17,31.1490716774489,0.491006003558671,0.902768588565,0.411762585006329,"10",127371728,"F","II","C10orf122","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg11778362",-0.452285413253561,0.589337577227719,-9.49616333515773,1.73125695946991e-18,9.12135141013038e-17,31.1386830016839,0.500305015563633,0.952590428817193,0.45228541325356,"4",183713468,"R","II","ODZ3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg03415638",-0.408926343567346,0.556698648349362,-9.48748953993819,1.84080903721142e-18,9.65660374511007e-17,31.0780336523636,0.476201336623506,0.885127680190852,0.408926343567346,"10",7213843,"R","II","SFMBT2","Body","island","Body-island","chr10:7213842-7214103",NA,NA,"","",""
"cg07128890",-0.435091271582681,0.606313942748643,-9.48276698310723,1.90332299861447e-18,9.95794740983634e-17,31.0450233602414,0.520666054641816,0.955757326224498,0.435091271582681,"11",59807164,"R","II","PLAC1L","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg00499781",-0.414264451205465,0.62720242770778,-9.48176974934986,1.91679093395466e-18,1.00245954257455e-16,31.038053770159,0.545654307391743,0.959918758597208,0.414264451205465,"16",7568364,"F","I","A2BP1","Body","island","Body-island","chr16:7568195-7568413",NA,NA,"","rs76966878",""
"cg04427437",-0.409948349701185,0.534768828699527,-9.47740037909609,1.97692523486563e-18,1.03142435846523e-16,31.0075206651218,0.454070334663861,0.864018684365045,0.409948349701185,"3",3081722,"R","II","CNTN4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08695357",-0.405950227129016,0.519893995136093,-9.47451520948187,2.01765628969957e-18,1.05094694283567e-16,30.9873627868631,0.439982533102823,0.845932760231838,0.405950227129016,"15",93618028,"F","II","RGMA","TSS1500","shore","TSS1500-shore","chr15:93615622-93617185",NA,NA,"","",""
"cg19370043",-0.450473560347301,0.598059742746928,-9.47448498759119,2.01808732503058e-18,1.05103873474235e-16,30.9871516502903,0.509383845040766,0.959857405388067,0.450473560347301,"1",170698507,"F","II","PRRX1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg21386952",-0.415912950342025,0.543477305841012,-9.47419315153898,2.02225430285939e-18,1.05307597159165e-16,30.985112837808,0.461604677820929,0.877517628162954,0.415912950342025,"2",238296328,"F","II","COL6A3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19012696",-0.434595484749593,0.560654215898234,-9.47287617451206,2.04116529292152e-18,1.06185130683511e-16,30.9759125994608,0.475103923624692,0.909699408374284,0.434595484749592,"10",1546821,"R","II","ADARB2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08866991",-0.444935271387056,0.516196065880983,-9.47166034744985,2.05877970976839e-18,1.06993513098775e-16,30.9674195200321,0.428610382537075,0.87354565392413,0.444935271387055,"17",77111749,"R","I","HRNBP3","Body","opensea","Body-opensea","",TRUE,TRUE,"","",""
"cg12751277",-0.446080678992088,0.580415307851222,-9.4704061703805,2.07710792043541e-18,1.07891644897257e-16,30.9586590903296,0.492604150569315,0.938684829561402,0.446080678992087,"1",231954287,"R","II","TSNAX-DISC1","Body","opensea","Body-opensea","",NA,NA,"","","rs35525167"
"cg19239230",-0.46010168037476,0.563816163976594,-9.4698178530473,2.08576118259202e-18,1.08300208755884e-16,30.9545498818137,0.473244967052429,0.933346647427189,0.46010168037476,"1",240938945,"F","II","RGS7","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg18769909",-0.421817160364511,0.599859297634585,-9.46872139019034,2.1019841579657e-18,1.09128826615714e-16,30.9468917620979,0.516824423547083,0.938641583911593,0.42181716036451,"7",157616107,"F","II","PTPRN2","Body","shelf","Body-shelf","chr7:157618856-157619302",NA,NA,"","",""
"cg12456778",-0.422115308053047,0.486487853192598,-9.46811998747772,2.11093551057647e-18,1.09552188014355e-16,30.9426915119626,0.403394288615226,0.825509596668273,0.422115308053046,"5",143588059,"F","II","KCTD16","Body","shelf","Body-shelf","chr5:143584743-143585064",NA,NA,"","",""
"cg17415859",-0.441124611675694,0.524286854921816,-9.46795065873592,2.11346264404611e-18,1.09655746525633e-16,30.9415089277573,0.437451301442349,0.878575913118043,0.441124611675694,"7",4218990,"R","II","SDK1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg17366808",-0.416078054505025,0.626110736733909,-9.46494795198633,2.15877868540532e-18,1.11781972248892e-16,30.920539826494,0.544205607894337,0.960283662399362,0.416078054505025,"15",73735476,"R","I","C15orf60","TSS200","island","TSS200-island","chr15:73735322-73735609",NA,NA,"","",""
"cg19947009",-0.437418762318259,0.557573559766564,-9.46401558620913,2.1730450706499e-18,1.12450107111622e-16,30.9140293854626,0.471467504192103,0.908886266510362,0.437418762318259,"15",29410127,"F","I","APBA2","3'UTR","shore","3'UTR-shore","chr15:29407695-29408229",NA,NA,"","rs3751556",""
"cg25577023",0.402157265844432,0.365784895626897,9.45621257771754,2.2961712885363e-18,1.18435291892803e-16,30.8595551644196,0.444949711738006,0.0427924458935731,-0.402157265844432,"14",103394899,"R","I","AMN","Body","island","Body-island","chr14:103394397-103397070",NA,NA,"","",""
"cg08081156",0.404779766685634,0.463043877559848,9.45573178286872,2.30398058257316e-18,1.1880837788228e-16,30.8561993459929,0.542724933994029,0.137945167308393,-0.404779766685635,"8",101661976,"F","I","SNX31","TSS200","island","TSS200-island","chr8:101661671-101662022",TRUE,TRUE,"","",""
"cg09190748",-0.415489533273632,0.598001588298931,-9.45466627043022,2.32138126150338e-18,1.19630892569487e-16,30.84876264531,0.51621231009546,0.931701843369091,0.415489533273631,"13",36944294,"R","II","SPG20","1stExon","opensea","1stExon-opensea","",NA,TRUE,"","",""
"cg17725364",-0.410459601067799,0.595780889877989,-9.4510087057418,2.3821111938587e-18,1.22592090749099e-16,30.8232378516029,0.514981755809525,0.925441356877324,0.410459601067799,"2",238280514,"F","I","COL6A3","Body","island","Body-island","chr2:238280475-238280769",NA,NA,"","rs35114079",""
"cg10055817",-0.423962166131146,0.596141256104416,-9.44396912438301,2.50347130821532e-18,1.28261625721521e-16,30.7741244325402,0.512684136787261,0.936646302918407,0.423962166131146,"10",1229050,"R","I","ADARB2","3'UTR","shore","3'UTR-shore","chr10:1230813-1231214",NA,NA,"","",""
"cg00091960",-0.431925396315519,0.587182546077518,-9.44357679480889,2.51041274032525e-18,1.2855339013558e-16,30.7713877584093,0.50215786176344,0.934083258078958,0.431925396315519,"7",126829514,"R","II","GRM8","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg23481862",-0.401605803116412,0.506356257371322,-9.4423002021135,2.53313187329048e-18,1.29620241685489e-16,30.7624833283923,0.427299996915335,0.828905800031747,0.401605803116412,"11",89655871,"F","II","LOC729384","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg07372450",-0.409822400404591,0.555037766720397,-9.43844745709732,2.60294344048125e-18,1.32928650894286e-16,30.735613316637,0.474364065853352,0.884186466257943,0.409822400404591,"10",18679429,"F","II","CACNB2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg26302009",-0.415449669496975,0.505164021291071,-9.43781347964346,2.61461275814458e-18,1.33508057079999e-16,30.7311922991511,0.42338259028773,0.838832259784705,0.415449669496975,"6",12851539,"F","II","PHACTR1","Body","opensea","Body-opensea","",NA,TRUE,"","rs9369610",""
"cg16653700",-0.432902514419149,0.621474783356576,-9.43139885000894,2.73564558617786e-18,1.39274478774652e-16,30.6864680884425,0.536257752959106,0.969160267378254,0.432902514419148,"2",1232428,"R","I","SNTG2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg13250679",-0.429945468345208,0.505533901765594,-9.43027908943385,2.75733673621264e-18,1.40292218365576e-16,30.6786623578999,0.420898967051971,0.850844435397179,0.429945468345208,"14",104647055,"R","II","KIF26A","3'UTR","shore","3'UTR-shore","chr14:104644800-104645074",NA,NA,"","",""
"cg23317474",-0.405210885091982,0.605466861889385,-9.42601765891383,2.84145920372646e-18,1.44127881678836e-16,30.6489604289666,0.525700939627184,0.930911824719165,0.405210885091981,"10",15630351,"F","II","ITGA8","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg08359761",-0.405387467536873,0.574546227473978,-9.4207330835842,2.94932682564859e-18,1.49104213551949e-16,30.6121361442817,0.49474554488798,0.900133012424852,0.405387467536872,"19",50960264,"F","II","MYBPC2","Body","shore","Body-shore","chr19:50961751-50962572",NA,NA,"","",""
"cg17805202",-0.409792473749006,0.524188936608179,-9.41878892216073,2.99002564988381e-18,1.50987465904097e-16,30.5985912088901,0.443521126815068,0.853313600564073,0.409792473749005,"1",239937440,"R","II","CHRM3","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
"cg04609841",-0.455146593753067,0.545846752269722,-9.41864362525228,2.99308957973199e-18,1.51057455394278e-16,30.5975789817833,0.456250966097858,0.911397559850925,0.455146593753067,"7",4012372,"R","I","SDK1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05621516",-0.405478465294461,0.52001590597896,-9.41817727935709,3.00294466777997e-18,1.51502267882542e-16,30.5943301815638,0.440197310448554,0.845675775743015,0.405478465294461,"6",99728990,"R","II","C6orf168","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg01999908",-0.423700204408759,0.537642617555381,-9.41182545007602,3.14042783513915e-18,1.57856058233735e-16,30.5500878036538,0.454237065506413,0.877937269915172,0.423700204408759,"7",127256920,"F","II","PAX4","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs327513",""
